Brand ID,Plant,Cross Plant Configurable Material,Style,Material Number ID,Material Number Text,Color (nrf Color Code),Characteristic Value For Main Sizes Of Variants ID,Fashion Information Field 1,HS2 Product Category,Brand Territory,Last Season Year/Season EMEA,Lot Logo fullbleed-desktop,ATP Current Week 30plus
NF,D060 - VF EDC (BE),NF0A88YKJK31,W WINTER WARM PRO 1/4,NF0A88YKJK31003,"W WINTER WARM PRO 1/4 TNF BLACK, Medium",001 - BLACK,M,W - Womens,114 - APP_Top,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A88YKJK3-HERO?$hero-fullbleed-desktop$,17
NF,D060 - VF EDC (BE),NF0A8DT5JK31,M GPS HOODIE VERONA,NF0A8DT5JK31001,"M GPS HOODIE VERONA TNF BLACK, Medium",001 - BLACK,M,M - Mens,114 - APP_Top,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8DT5JK3-HERO?$hero-fullbleed-desktop$,3
NF,D060 - VF EDC (BE),NF0A7W5PQN21,W VECTIV ENDURIS 3,NF0A7W5PQN21008,"W VECTIV ENDURIS 3, 7.5",021 - DARK GREY,075,W - Womens,123 - FTW_Shoe,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A7W5PQN2-HERO?$hero-fullbleed-desktop$,29
NF,D060 - VF EDC (BE),NF0A88YTROU1,W 2000 POLAR SUN FLEECE,NF0A88YTROU1002,"W 2000 POLAR SUN FLEECE WHITE DU, Medium",100 - WHITE,M,W - Womens,115 - APP_Outerwear,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A88YTROU-HERO?$hero-fullbleed-desktop$,31
NF,D060 - VF EDC (BE),NF0A853I96P1,M SAIKURU JACKET,NF0A853I96P1002,"M SAIKURU JACKET SMMTNVY/SHDYBLU, Medium",410 - NAVY,M,M - Mens,115 - APP_Outerwear,,F02023,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A853I96P-HERO?$hero-fullbleed-desktop$,7
NF,D060 - VF EDC (BE),NF0A83I34H01,M GLACIER 1/4 EMBR,NF0A83I34H01006,"M GLACIER 1/4 EMBR TNF Black-NPF, Medium",001 - BLACK,M,M - Mens,114 - APP_Top,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A83I34H0-HERO?$hero-fullbleed-desktop$,31
NF,D060 - VF EDC (BE),NF0A87JFJK31,M MA FLEECE JOGGER,NF0A87JFJK31002,"M MA FLEECE JOGGER TNF, X Small, Regular",001 - BLACK,XS,M - Mens,113 - APP_Bottom,,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A87JFJK3-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A7W6DNY71,W VECTIV EXPLRS 2 FL,NF0A7W6DNY71011,"W VECTIV EXPLRS 2 FL TNFBLK/VANADSGR, 8",001 - BLACK,080,W - Womens,123 - FTW_Shoe,317 - Mountain Sports,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A7W6DNY7-HERO?$hero-fullbleed-desktop$,3
NF,D060 - VF EDC (BE),NF0A82WII0P1,M TSIRKU GTX BIB,NF0A82WII0P1005,"M TSIRKU GTX BIB PINE, X Large, Regular",301 - DARK GREEN,XL,M - Mens,113 - APP_Bottom,317 - Mountain Sports,F02023,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A82WII0P-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A7W5C9ZM1,M FLIGHT VCTV X LVRA,NF0A7W5C9ZM1007,"M FLIGHT VCTV X LVRA WBFREVCLPRT/N, 12.5",314 - TEAL,125,M - Mens,123 - FTW_Shoe,317 - Mountain Sports,F02022,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A7W5C9ZM-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A894569I1,W REAXION HYBRID JACKET,NF0A894569I1002,"W REAXION HYBRID JACKET Beetroot, Medium",605 - BURGUNDY,M,W - Womens,115 - APP_Outerwear,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A894569I-HERO?$hero-fullbleed-desktop$,14
NF,D060 - VF EDC (BE),NF0A86TQJK31,B NVR STOP WINDWALL JKT,NF0A86TQJK31002,"B NVR STOP WINDWALL JKT, Medium (10/12)",001 - BLACK,M,K - Kids,115 - APP_Outerwear,992 - Not Applicable,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A86TQJK3-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A8DSDJK31,M SS GPS TEE GARMISCH,NF0A8DSDJK31006,"M SS GPS TEE GARMISCH TNF BLACK, X Small",001 - BLACK,XS,M - Mens,114 - APP_Top,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8DSDJK3-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A87UHWOY1,SOUKUU TR 2in1 SHRT,NF0A87UHWOY1001,"SOUKUU TR 2in1 SHRT PUR, Medium, Regular",501 - DARK PURPLE,M,M - Mens,113 - APP_Bottom,992 - Not Applicable,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A87UHWOY-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A89PMUOD1,TNF X IB W MERINO PANT,NF0A89PMUOD1006,"TNF X IB W MERINO PANT IB BU, 6, Regular",610 - MEDIUM RED,6,W - Womens,113 - APP_Bottom,,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A89PMUOD-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A853LROU1,W REIGN ON PARKA,NF0A853LROU1004,"W REIGN ON PARKA WHITE DUNE/TNF, Medium",100 - WHITE,M,W - Womens,115 - APP_Outerwear,,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A853LROU-HERO?$hero-fullbleed-desktop$,4
NF,D060 - VF EDC (BE),NF0A3XDCJK31,W REIGN ON JACKET,NF0A3XDCJK31004,"W REIGN ON JACKET TNF BLACK, X Large",001 - BLACK,XL,W - Womens,115 - APP_Outerwear,322 - Off Mountain,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A3XDCJK3-HERO?$hero-fullbleed-desktop$,7
NF,D060 - VF EDC (BE),NF0A82UVKZ31,M STIMSON FL JKT,NF0A82UVKZ31005,"M STIMSON FL JKT TNF RED/TNF BL, X Large",610 - MEDIUM RED,XL,M - Mens,115 - APP_Outerwear,317 - Mountain Sports,F02022,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A82UVKZ3-HERO?$hero-fullbleed-desktop$,22
NF,D060 - VF EDC (BE),NF0A819BOIG1,M SMT VCTV PR ATH 23,NF0A819BOIG1001,"M SMT VCTV PR ATH 23 SUMM REDBN, 7",630 - LIGHT RED,070,M - Mens,123 - FTW_Shoe,317 - Mountain Sports,F02023,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A819BOIG-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A855O1I51,W 100 GLACIER FZ - EU,NF0A855O1I51001,"W 100 GLACIER FZ - EU Cornflowe, X Small",450 - LIGHT BLUE,XS,W - Womens,115 - APP_Outerwear,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A855O1I5-HERO?$hero-fullbleed-desktop$,3
NF,D060 - VF EDC (BE),NF0A4SVJ7XI1,W INLUX TRICLIMATE,NF0A4SVJ7XI1004,"W INLUX TRICLIMATE White Dune D, X Small",100 - WHITE,XS,W - Womens,115 - APP_Outerwear,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A4SVJ7XI-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A8A7V0QV1,M WL JKT - AP,NF0A8A7V0QV1001,"M WL JKT - AP Summit Navy Pla, Large",410 - NAVY,L,M - Mens,115 - APP_Outerwear,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8A7V0QV-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A4T3L50T1,M FLIGHT VECTIV,NF0A4T3L50T1001,"M FLIGHT VECTIV BRLNTCRL/TNFBLK, 12.5",670 - BRIGHT PINK,125,M - Mens,123 - FTW_Shoe,317 - Mountain Sports,S02022,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A4T3L50T-HERO?$hero-fullbleed-desktop$,7
NF,D060 - VF EDC (BE),NF0A894D1NI1,W FLEX 1/4 ZIP TEE SLIM,NF0A894D1NI1002,"W FLEX 1/4 ZIP TEE SLIM Midnigh, X Small",501 - DARK PURPLE,XS,W - Womens,114 - APP_Top,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A894D1NI-HERO?$hero-fullbleed-desktop$,8
NF,D060 - VF EDC (BE),NF0A853YJK31,W MHYSA PANT,NF0A853YJK31003,"W MHYSA PANT TNF BLACK, Small",001 - BLACK,S,W - Womens,113 - APP_Bottom,,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A853YJK3-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A2TX5F891,M S/S SIMPLE DOME TE,NF0A2TX5F891004,"M S/S SIMPLE DOME TE BOMBER BLU, X Large",401 - DARK BLUE,XL,M - Mens,114 - APP_Top,322 - Off Mountain,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A2TX5F89-HERO?$hero-fullbleed-desktop$,15
NF,D060 - VF EDC (BE),NF0A8A4BJK31,TN 96 RETRO NUPTSE VST,NF0A8A4BJK31003,"TN 96 RETRO NUPTSE VST, X Large (18/20)",001 - BLACK,XL,K - Kids,115 - APP_Outerwear,992 - Not Applicable,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8A4BJK3-HERO?$hero-fullbleed-desktop$,31
NF,D060 - VF EDC (BE),NF0A3Y2E3ZP1,W SPORT L/S CREW NECK,NF0A3Y2E3ZP1003,"W SPORT L/S CREW NECK BLU, X Small/Small",401 - DARK BLUE,XSS,W - Womens,114 - APP_Top,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A3Y2E3ZP-HERO?$hero-fullbleed-desktop$,3
NF,D060 - VF EDC (BE),NF0A832G4WP1,M HMLYN BALTORO JACKET,NF0A832G4WP1005,"M HMLYN BALTORO JACKET Summit G, X Large",701 - DARK YELLOW,XL,M - Mens,115 - APP_Outerwear,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A832G4WP-HERO?$hero-fullbleed-desktop$,16
NF,D060 - VF EDC (BE),NF0A4AL4JK31,M L1 VRT SYNTH PNT,NF0A4AL4JK31010,"M L1 VRT SYNTH PNT TNF BLACK, 34, Long",001 - BLACK,34,M - Mens,113 - APP_Bottom,317 - Mountain Sports,S02022,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A4AL4JK3-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A89EG1OB1,M LIMBARA INS JKT,NF0A89EG1OB1004,"M LIMBARA INS JKT Moss Green, Medium",312 - OLIVE,M,M - Mens,115 - APP_Outerwear,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A89EG1OB-HERO?$hero-fullbleed-desktop$,31
NF,D060 - VF EDC (BE),NF0A7W5U8OR1,M OXEYE TECH,NF0A7W5U8OR1001,"M OXEYE TECH NEW TAUPE GREEN, 8.5",301 - DARK GREEN,085,M - Mens,123 - FTW_Shoe,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A7W5U8OR-HERO?$hero-fullbleed-desktop$,4
NF,D060 - VF EDC (BE),NF0A4T1FJK31,M NSE LIGHT PANT,NF0A4T1FJK31006,"M NSE LIGHT PANT TNF BLA, Large, Regular",001 - BLACK,L,M - Mens,113 - APP_Bottom,322 - Off Mountain,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A4T1FJK3-HERO?$hero-fullbleed-desktop$,21
NF,D060 - VF EDC (BE),NF0A8A9RRMO1,M ALTAMESA 300,NF0A8A9RRMO1003,"M ALTAMESA 300 FOREST OLIVE/TN, 13",312 - OLIVE,130,M - Mens,123 - FTW_Shoe,317 - Mountain Sports,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8A9RRMO-HERO?$hero-fullbleed-desktop$,11
NF,D060 - VF EDC (BE),NF0A87DE1OI1,M ZUMU JOGGER,NF0A87DE1OI1003,"M ZUMU JOGGER Smokey Bro, Small, Regular",201 - DARK BROWN,S,M - Mens,113 - APP_Bottom,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A87DE1OI-HERO?$hero-fullbleed-desktop$,7
NF,D060 - VF EDC (BE),NF0A2TX5WC41,M S/S SIMPLE DOME TE,NF0A2TX5WC41005,"M S/S SIMPLE DOME TE VINTAGE I, XX Large",401 - DARK BLUE,XXL,M - Mens,114 - APP_Top,322 - Off Mountain,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A2TX5WC4-HERO?$hero-fullbleed-desktop$,29
NF,D060 - VF EDC (BE),NF0A5G3MQN21,W VECTIV EMINUS,NF0A5G3MQN21003,"W VECTIV EMINUS ASPHG/RDIANTORG, 11",021 - DARK GREY,110,W - Womens,123 - FTW_Shoe,317 - Mountain Sports,F02023,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A5G3MQN2-HERO?$hero-fullbleed-desktop$,3
NF,D060 - VF EDC (BE),NF00CEV4JK31,M PREMIUM POLO PIQUET-E,NF00CEV4JK31003,"M PREMIUM POLO PIQUET-E TNF BLACK, Small",001 - BLACK,S,M - Mens,114 - APP_Top,322 - Off Mountain,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF00CEV4JK3-HERO?$hero-fullbleed-desktop$,19
NF,D060 - VF EDC (BE),NF0A7WJNJK3S,W OSITO BERET,NF0A7WJNJK3S001,"W OSITO BERET TNF BLACK, Small/Medium",001 - BLACK,SM,W - Womens,105 - ACC_Headwear,992 - Not Applicable,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A7WJNJK3-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A46BFLQ61,W SKEENA SANDAL,NF0A46BFLQ61002,"W SKEENA SANDAL TNFBLK/VNTAGWHT, 6",001 - BLACK,060,W - Womens,122 - FTW_Sandal,321 - Mountain Essentials,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A46BFLQ6-HERO?$hero-fullbleed-desktop$,3
NF,D060 - VF EDC (BE),NF0A8AQ4JK31,M CHANGLA HOODIE,NF0A8AQ4JK31005,"M CHANGLA HOODIE TNF BLACK, X Small",001 - BLACK,XS,M - Mens,114 - APP_Top,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8AQ4JK3-HERO?$hero-fullbleed-desktop$,31
NF,D060 - VF EDC (BE),NF0A87NH1NO1,W SS SD SLIM TEE,NF0A87NH1NO1005,"W SS SD SLIM TEE Midnight Petro, X Small",304 - DARK TEAL,XS,W - Womens,114 - APP_Top,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A87NH1NO-HERO?$hero-fullbleed-desktop$,6
NF,D060 - VF EDC (BE),NF0A86WG0OB1,M SUPERIOR FL JKT,NF0A86WG0OB1004,"M SUPERIOR FL JKT IKB, X Large",420 - MEDIUM BLUE,XL,M - Mens,115 - APP_Outerwear,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A86WG0OB-HERO?$hero-fullbleed-desktop$,5
NF,D060 - VF EDC (BE),NF0A87D8PIB1,U THE 489 CREW,NF0A87D8PIB1007,"U THE 489 CREW FOREST OLIVE, X Large",312 - OLIVE,XL,M - Mens,114 - APP_Top,,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A87D8PIB-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A7WZX4H01,M LIMBARA LIGHT SYNT HD,NF0A7WZX4H01004,"M LIMBARA LIGHT SYNT HD TNF Bla, X Large",001 - BLACK,XL,M - Mens,115 - APP_Outerwear,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A7WZX4H0-HERO?$hero-fullbleed-desktop$,31
NF,D060 - VF EDC (BE),NF0A3VETKIB1,M TECH NEW P C,NF0A3VETKIB1001,"M TECH NEW P C DARKSAGE/TNFBLK, Medium",301 - DARK GREEN,M,M - Mens,114 - APP_Top,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A3VETKIB-HERO?$hero-fullbleed-desktop$,19
NF,D060 - VF EDC (BE),NF0A7W5OX9J1,M VECTIV ENDURIS 3,NF0A7W5OX9J1003,"M VECTIV ENDURIS 3 POWERORG/TNFBLK, 10",810 - MEDIUM ORANGE,100,M - Mens,123 - FTW_Shoe,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A7W5OX9J-HERO?$hero-fullbleed-desktop$,27
NF,D060 - VF EDC (BE),NF0A8DHQLA91,M VERTICAL NSE  SS TEE,NF0A8DHQLA91005,"M VERTICAL NSE  SS TEE TNF WHT/, X Small",100 - WHITE,XS,M - Mens,114 - APP_Top,,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8DHQLA9-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A4T1FDYY1,M NSE LIGHT PANT,NF0A4T1FDYY1005,"M NSE LIGHT PANT TNFMEDI, Large, Regular",030 - MEDIUM GREY,L,M - Mens,113 - APP_Bottom,322 - Off Mountain,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A4T1FDYY-HERO?$hero-fullbleed-desktop$,6
NF,D060 - VF EDC (BE),NF0A5G2BPV61,W NUPTSE MULE,NF0A5G2BPV61002,"W NUPTSE MULE GRAVEL/KHAKISTN, 10",260 - MEDIUM BEIGE,100,W - Womens,123 - FTW_Shoe,322 - Off Mountain,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A5G2BPV6-HERO?$hero-fullbleed-desktop$,4
NF,D060 - VF EDC (BE),NF0A8DV8FN41,M GPS TEE PUIGCERDA,NF0A8DV8FN41002,"M GPS TEE PUIGCERDA TNF WHITE, Large",100 - WHITE,L,M - Mens,114 - APP_Top,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8DV8FN4-HERO?$hero-fullbleed-desktop$,7
NF,D060 - VF EDC (BE),NF0A87J6W2O1,M MA WIND TRACK PANT,NF0A87J6W2O1005,"M MA WIND TRACK PANT, XX Large, Regular",030 - MEDIUM GREY,XXL,M - Mens,113 - APP_Bottom,,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A87J6W2O-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A7X6D4EN1,M DIABLO R TPR PANT,NF0A7X6D4EN1003,"M DIABLO R TPR PANT Asphalt, 36, Regular",021 - DARK GREY,36,M - Mens,113 - APP_Bottom,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A7X6D4EN-HERO?$hero-fullbleed-desktop$,9
NF,D060 - VF EDC (BE),NF0A89FA1OI1,M RAGLAN BOX NSE CREW,NF0A89FA1OI1003,"M RAGLAN BOX NSE CREW Smokey Br, X Large",201 - DARK BROWN,XL,M - Mens,114 - APP_Top,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A89FA1OI-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A89HCQLI1,G BACK LOGO RELAXED P/O,NF0A89HCQLI1003,"G BACK LOGO RELAXED P/O WHI, X Small (6)",100 - WHITE,XS,K - Kids,114 - APP_Top,992 - Not Applicable,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A89HCQLI-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A89777IO1,M CORDATA SOFTSHELL FZ,NF0A89777IO1001,"M CORDATA SOFTSHELL FZ Meadow Gra, Large",310 - MEDIUM GREEN,L,M - Mens,115 - APP_Outerwear,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A89777IO-HERO?$hero-fullbleed-desktop$,23
NF,D060 - VF EDC (BE),NF0A83I3Q311,M GLACIER 1/4 EMBR,NF0A83I3Q311004,"M GLACIER 1/4 EMBR MALLARD BLUE, X Large",401 - DARK BLUE,XL,M - Mens,114 - APP_Top,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A83I3Q31-HERO?$hero-fullbleed-desktop$,31
NF,D060 - VF EDC (BE),NF0A855W1OI1,M 100 GLAC 1/4 ZIP,NF0A855W1OI1001,"M 100 GLAC 1/4 ZIP Smokey Brown, X Large",201 - DARK BROWN,XL,M - Mens,115 - APP_Outerwear,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A855W1OI-HERO?$hero-fullbleed-desktop$,31
NF,D060 - VF EDC (BE),NF0A856KMN81,W MA WIND TRCK PNT,NF0A856KMN81001,"W MA WIND TRCK PNT ASPHLTGR/TNF, X Small",021 - DARK GREY,XS,W - Womens,113 - APP_Bottom,,F02023,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A856KMN8-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A5FXMI0G1,W HORIZON HAT,NF0A5FXMI0G1002,"W HORIZON HAT MISTY SAGE, Large/X Large",330 - LIGHT GREEN,LXL,W - Womens,105 - ACC_Headwear,317 - Mountain Sports,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A5FXMI0G-HERO?$hero-fullbleed-desktop$,3
NF,D060 - VF EDC (BE),NF0A8C77A8O1,W CIRCLE LOGO RELAXED S,NF0A8C77A8O1002,"W CIRCLE LOGO RELAXED S LITE LI, X Large",530 - LIGHT PURPLE,XL,W - Womens,114 - APP_Top,,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8C77A8O-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A8BAK6821,M S/S GPS TEE CHAMONIX,NF0A8BAK6821002,"M S/S GPS TEE CHAMONIX TNF RED, XX Large",610 - MEDIUM RED,XXL,M - Mens,114 - APP_Top,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8BAK682-HERO?$hero-fullbleed-desktop$,4
NF,D060 - VF EDC (BE),NF0A82D1I0D1,TEEN FLEECE 1/4 ZIP,NF0A82D1I0D1002,"TEEN FLEECE 1/4 ZIP CAVE, Medium (10/12)",401 - DARK BLUE,M,K - Kids,114 - APP_Top,321 - Mountain Essentials,F02023,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A82D1I0D-HERO?$hero-fullbleed-desktop$,5
NF,D060 - VF EDC (BE),NF0A89797IK1,M ANDOLA SYNTHETIC JKT,NF0A89797IK1003,"M ANDOLA SYNTHETIC JKT Meadow Gra, Small",310 - MEDIUM GREEN,S,M - Mens,115 - APP_Outerwear,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A89797IK-HERO?$hero-fullbleed-desktop$,24
NF,D060 - VF EDC (BE),NF0A87J5XNI1,M MA FZ FLEECE,NF0A87J5XNI1006,"M MA FZ FLEECE SKYLINE BLUE/TN, X Small",420 - MEDIUM BLUE,XS,M - Mens,114 - APP_Top,,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A87J5XNI-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A8BMQZDK1,M BOX EXPLR SS TE,NF0A8BMQZDK1005,"M BOX EXPLR SS TE TRADEWINDS GR, X Small",030 - MEDIUM GREY,XS,M - Mens,114 - APP_Top,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8BMQZDK-HERO?$hero-fullbleed-desktop$,31
NF,D060 - VF EDC (BE),NF0A7X1KIWO1,M S/S RED BOX CEL T,NF0A7X1KIWO1003,"M S/S RED BOX CEL T REEFWTRS/SM, X Large",420 - MEDIUM BLUE,XL,M - Mens,114 - APP_Top,322 - Off Mountain,S02023,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A7X1KIWO-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A886W0IS1,M 24/7 7IN SHORT,NF0A886W0IS1006,"M 24/7 7IN SHORT Clay, X Large, Regular",030 - MEDIUM GREY,XL,M - Mens,113 - APP_Bottom,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A886W0IS-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A89930IM1,M DIABLO DOWN 2.0 JKT,NF0A89930IM1002,"M DIABLO DOWN 2.0 JKT Clay Grey, X Large",030 - MEDIUM GREY,XL,M - Mens,115 - APP_Outerwear,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A89930IM-HERO?$hero-fullbleed-desktop$,31
NF,D060 - VF EDC (BE),NF00AHJYLXS1,M Drew Peak PLV HD,NF00AHJYLXS1006,"M Drew Peak PLV HD TNFMGHR(S)/, XX Large",030 - MEDIUM GREY,XXL,M - Mens,114 - APP_Top,322 - Off Mountain,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF00AHJYLXS-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A5IILLA91,M SMALL BOX PANT,NF0A5IILLA91006,"M SMALL BOX PANT TNF WHT, Large, Regular",100 - WHITE,L,M - Mens,113 - APP_Bottom,322 - Off Mountain,F02023,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A5IILLA9-HERO?$hero-fullbleed-desktop$,9
NF,D060 - VF EDC (BE),NF0A825RJK31,W COMBAL GILET,NF0A825RJK31002,"W COMBAL GILET TNF BLACK, Small",001 - BLACK,S,W - Womens,115 - APP_Outerwear,317 - Mountain Sports,F02023,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A825RJK3-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A852V3X41,W 2000S ZIP TOP,NF0A852V3X41002,"W 2000S ZIP TOP GRAVEL, Medium",260 - MEDIUM BEIGE,M,W - Womens,114 - APP_Top,,F02023,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A852V3X4-HERO?$hero-fullbleed-desktop$,6
NF,D060 - VF EDC (BE),NF0A88TV5QI1,M TRRA PK HD,NF0A88TV5QI1001,"M TRRA PK HD Meadow Grass/Fo, X Large",310 - MEDIUM GREEN,XL,M - Mens,115 - APP_Outerwear,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A88TV5QI-HERO?$hero-fullbleed-desktop$,5
NF,D060 - VF EDC (BE),NF0A855OI0F1,W 100 GLACIER FZ - EU,NF0A855OI0F1002,"W 100 GLACIER FZ - EU DARK SAGE, X Large",301 - DARK GREEN,XL,W - Womens,115 - APP_Outerwear,,F02023,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A855OI0F-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF00A8BAKIN1,W QUEST JACKET,NF00A8BAKIN1005,"W QUEST JACKET AUBURN GLAZE, Small",610 - MEDIUM RED,S,W - Womens,115 - APP_Outerwear,,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF00A8BAKIN-HERO?$hero-fullbleed-desktop$,1
