Brand ID,Plant,Cross Plant Configurable Material,Style,Material Number ID,Material Number Text,Color (nrf Color Code),Characteristic Value For Main Sizes Of Variants ID,Fashion Information Field 1,HS2 Product Category,Brand Territory,Last Season Year/Season EMEA,Lot Logo fullbleed-desktop,ATP Current Week 30plus
NF,D060 - VF EDC (BE),NF0A8A7T0QU1,M HS PONCHO JKT - AP,NF0A8A7T0QU1001,"M HS PONCHO JKT - AP Smokey Brown, Large",201 - DARK BROWN,L,M - Mens,115 - APP_Outerwear,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8A7T0QU-HERO?$hero-fullbleed-desktop$,4
NF,D060 - VF EDC (BE),NF0A3FJWJK31,SALTY LINED BEANIE,NF0A3FJWJK31001,"SALTY LINED BEANIE TN, One Size, Regular",001 - BLACK,OS,M - Mens,105 - ACC_Headwear,321 - Mountain Essentials,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A3FJWJK3-HERO?$hero-fullbleed-desktop$,31
NF,D060 - VF EDC (BE),NF0A82VQ4H01,M DAWNSTRIKE GTX PNT,NF0A82VQ4H01013,"M DAWNSTRIKE GTX PNT TNF, Small, Regular",001 - BLACK,S,M - Mens,113 - APP_Bottom,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A82VQ4H0-HERO?$hero-fullbleed-desktop$,6
NF,D060 - VF EDC (BE),NF0A89VNLK51,W MTN RNG DWN PKA,NF0A89VNLK51003,"W MTN RNG DWN PKA KHAKI STONE, Medium",260 - MEDIUM BEIGE,M,W - Womens,115 - APP_Outerwear,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A89VNLK5-HERO?$hero-fullbleed-desktop$,6
NF,D060 - VF EDC (BE),NF0A82U2EK21,W TSIRKU FL BIB,NF0A82U2EK21010,"W TSIRKU FL BIB PONDROSA, Small, Regular",301 - DARK GREEN,S,W - Womens,113 - APP_Bottom,317 - Mountain Sports,F02022,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A82U2EK2-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A8AGZJD71,TNF X CDG ND WIND JKT,NF0A8AGZJD71006,"TNF X CDG ND WIND JKT ROCKO GREEN, Large",301 - DARK GREEN,L,M - Mens,115 - APP_Outerwear,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8AGZJD7-HERO?$hero-fullbleed-desktop$,3
NF,D060 - VF EDC (BE),NF0A8DEB4TO1,W TNF MOUNTAIN LANDSCAP,NF0A8DEB4TO1006,"W TNF MOUNTAIN LANDSCAP Mauve/Mid, Large",660 - MEDIUM PINK,L,W - Womens,114 - APP_Top,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8DEB4TO-HERO?$hero-fullbleed-desktop$,16
NF,D060 - VF EDC (BE),NF0A89401NI1,W MA 25IN FLEX TIGHT,NF0A89401NI1001,"W MA 25IN FLEX TIGHT M, X Small, Regular",501 - DARK PURPLE,XS,W - Womens,113 - APP_Bottom,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A89401NI-HERO?$hero-fullbleed-desktop$,5
NF,D060 - VF EDC (BE),NF0A7W5M3KI1,M VECTIV INFINITE 2,NF0A7W5M3KI1001,"M VECTIV INFINITE 2 Asphalt Grey/Vi, 10",021 - DARK GREY,100,M - Mens,123 - FTW_Shoe,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A7W5M3KI-HERO?$hero-fullbleed-desktop$,15
NF,D060 - VF EDC (BE),NF0A7UT937U1,M BREITHORN JKT,NF0A7UT937U1004,"M BREITHORN JKT MILITARY OLIVE, Small",301 - DARK GREEN,S,M - Mens,115 - APP_Outerwear,317 - Mountain Sports,S02023,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A7UT937U-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A87NBQZI1,W S/S CROPPED FINE TEE,NF0A87NBQZI1006,"W S/S CROPPED FINE TEE LITE LILA, Medium",530 - LIGHT PURPLE,M,W - Womens,114 - APP_Top,,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A87NBQZI-HERO?$hero-fullbleed-desktop$,5
NF,D060 - VF EDC (BE),NF0A7W6ANY71,M VCTV EXPLRS2 MD FL,NF0A7W6ANY71010,"M VCTV EXPLRS2 MD FL TNFBLK/VANADSG, 7.5",001 - BLACK,075,M - Mens,121 - FTW_Boot,317 - Mountain Sports,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A7W6ANY7-HERO?$hero-fullbleed-desktop$,6
NF,D060 - VF EDC (BE),NF0A89ET1OB1,M ESSENTIAL RELAXED CRE,NF0A89ET1OB1005,"M ESSENTIAL RELAXED CRE Moss Gr, X Large",312 - OLIVE,XL,M - Mens,114 - APP_Top,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A89ET1OB-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A86YGPIB1,W APHRDT MTN CAPR,NF0A86YGPIB1001,"W APHRDT MTN CAPR FOREST, Large, Regular",312 - OLIVE,L,W - Womens,113 - APP_Bottom,,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A86YGPIB-HERO?$hero-fullbleed-desktop$,3
NF,D060 - VF EDC (BE),NF0A8A4721L1,TEEN GLACIER F/Z HOODED,NF0A8A4721L1004,"TEEN GLACIER F/Z HOODED, X Large (18/20)",301 - DARK GREEN,XL,K - Kids,115 - APP_Outerwear,,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8A4721L-HERO?$hero-fullbleed-desktop$,3
NF,D060 - VF EDC (BE),NF0A88XP6OD1,M 2000 POLAR SUN FLEECE,NF0A88XP6OD1005,"M 2000 POLAR SUN FLEECE Muted Pi, Medium",330 - LIGHT GREEN,M,M - Mens,115 - APP_Outerwear,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A88XP6OD-HERO?$hero-fullbleed-desktop$,31
NF,D060 - VF EDC (BE),NF0A89PTTOJ1,G DREW PEAK CROP P/O HO,NF0A89PTTOJ1001,"G DREW PEAK CROP P/O HO S, Large (14/16)",420 - MEDIUM BLUE,L,K - Kids,114 - APP_Top,992 - Not Applicable,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A89PTTOJ-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A4R35JK31,W HMLYN INS JKT,NF0A4R35JK31001,"W HMLYN INS JKT TNF BLACK, X Large",001 - BLACK,XL,W - Womens,115 - APP_Outerwear,322 - Off Mountain,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A4R35JK3-HERO?$hero-fullbleed-desktop$,31
NF,D060 - VF EDC (BE),NF0A86S9QK71,W CLS V PTFNDR PO,NF0A86S9QK71004,"W CLS V PTFNDR PO KHAKISTN/GRAV, X Small",260 - MEDIUM BEIGE,XS,W - Womens,115 - APP_Outerwear,,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A86S9QK7-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A2TX5R131,M S/S SIMPLE DOME TE,NF0A2TX5R131006,"M S/S SIMPLE DOME TE PINK CLAY, X Small",660 - MEDIUM PINK,XS,M - Mens,114 - APP_Top,322 - Off Mountain,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A2TX5R13-HERO?$hero-fullbleed-desktop$,15
NF,D060 - VF EDC (BE),NF0A8179OIKS,W B2B IV TEXTILE WP,NF0A8179OIKS001,"W B2B IV TEXTILE WP THYME/UTILTYBRN, 7",301 - DARK GREEN,070,W - Womens,121 - FTW_Boot,321 - Mountain Essentials,F02023,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8179OIK-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A52Q2KX71,W VECTIV TARAVAL,NF0A52Q2KX71009,"W VECTIV TARAVAL TNF BLK/TNF BLK, 7",001 - BLACK,070,W - Womens,123 - FTW_Shoe,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A52Q2KX7-HERO?$hero-fullbleed-desktop$,31
NF,D060 - VF EDC (BE),NF0A7W5OG6A1,M VECTIV ENDURIS 3,NF0A7W5OG6A1002,"M VECTIV ENDURIS 3 TNFB/CHLRPHYLGN, 11",001 - BLACK,110,M - Mens,123 - FTW_Shoe,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A7W5OG6A-HERO?$hero-fullbleed-desktop$,31
NF,D060 - VF EDC (BE),NF0A8179OI51,W B2B IV TEXTILE WP,NF0A8179OI51013,"W B2B IV TEXTILE WP BOYSENBRRY/CLBN, 5",601 - DARK RED,050,W - Womens,121 - FTW_Boot,321 - Mountain Essentials,F02023,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8179OI5-HERO?$hero-fullbleed-desktop$,3
NF,D060 - VF EDC (BE),NF0A85AFJK31,M HUILA SYNTHETIC VEST,NF0A85AFJK31003,"M HUILA SYNTHETIC VEST TNF BLA, XX Large",001 - BLACK,XXL,M - Mens,115 - APP_Outerwear,,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A85AFJK3-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A7W6BSOU1,W VCTV EXPLRS2 MD FL,NF0A7W6BSOU1003,"W VCTV EXPLRS2 MD FL SMOKED PEARL/AS, 6",030 - MEDIUM GREY,060,W - Womens,121 - FTW_Boot,317 - Mountain Sports,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A7W6BSOU-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A7ZJDPO81,W ESSENTIAL HD,NF0A7ZJDPO81006,"W ESSENTIAL HD OPTIC EMERALD, X Small",310 - MEDIUM GREEN,XS,W - Womens,114 - APP_Top,,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A7ZJDPO8-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A855O1NO1,W 100 GLACIER FZ - EU,NF0A855O1NO1005,"W 100 GLACIER FZ - EU Midnight, X Small",304 - DARK TEAL,XS,W - Womens,115 - APP_Outerwear,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A855O1NO-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF00AR9T1OO1,M RESOLVE JACKET,NF00AR9T1OO1002,"M RESOLVE JACKET Alpine Plum, Large",501 - DARK PURPLE,L,M - Mens,115 - APP_Outerwear,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF00AR9T1OO-HERO?$hero-fullbleed-desktop$,31
NF,D060 - VF EDC (BE),NF0A8DT8JK31,M S/S GPS TEE ROME,NF0A8DT8JK31004,"M S/S GPS TEE ROME TNF BLACK, X Large",001 - BLACK,XL,M - Mens,114 - APP_Top,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8DT8JK3-HERO?$hero-fullbleed-desktop$,3
NF,D060 - VF EDC (BE),NF0A896TJK31,M GPS TEE KATOVICE,NF0A896TJK31001,"M GPS TEE KATOVICE TNF BLACK, Small",001 - BLACK,S,M - Mens,114 - APP_Top,,F02023,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A896TJK3-HERO?$hero-fullbleed-desktop$,3
NF,D060 - VF EDC (BE),NF0A893R5II1,M MA FLEECE HD 1/4 ZIP,NF0A893R5II1004,"M MA FLEECE HD 1/4 ZIP Clay Gre, X Large",030 - MEDIUM GREY,XL,M - Mens,114 - APP_Top,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A893R5II-HERO?$hero-fullbleed-desktop$,9
NF,D060 - VF EDC (BE),NF0A88YB1JO1,M WNTR WRM PRO 1/4 ZIP,NF0A88YB1JO1005,"M WNTR WRM PRO 1/4 ZIP Firefly Y, Medium",720 - MEDIUM YELLOW,M,M - Mens,114 - APP_Top,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A88YB1JO-HERO?$hero-fullbleed-desktop$,10
NF,D060 - VF EDC (BE),NF0A824ZJK31,W HORIZON PANT - EU,NF0A824ZJK31004,"W HORIZON PANT - EU TNF BLAC, 8, Regular",001 - BLACK,8,W - Womens,113 - APP_Bottom,321 - Mountain Essentials,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A824ZJK3-HERO?$hero-fullbleed-desktop$,4
NF,D060 - VF EDC (BE),NF0A55HUJK31,M GPS HD NANTES,NF0A55HUJK31006,"M GPS HD NANTES TNF BLACK, X Small",001 - BLACK,XS,M - Mens,114 - APP_Top,322 - Off Mountain,F02020,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A55HUJK3-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A4M9P4GZ1,M RESOLVE DWN HD,NF0A4M9P4GZ1004,"M RESOLVE DWN HD TNF Black-Asph, X Large",001 - BLACK,XL,M - Mens,115 - APP_Outerwear,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A4M9P4GZ-HERO?$hero-fullbleed-desktop$,5
NF,D060 - VF EDC (BE),NF0A3FNT1OM1,DOCKWKR RCYLD BEANIE,NF0A3FNT1OM1001,"DOCKWKR RCYLD BEANIE Algae Blu, One Size",420 - MEDIUM BLUE,OS,M - Mens,105 - ACC_Headwear,992 - Not Applicable,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A3FNT1OM-HERO?$hero-fullbleed-desktop$,31
NF,D060 - VF EDC (BE),NF0A8DT5JK31,M GPS HOODIE VERONA,NF0A8DT5JK31002,"M GPS HOODIE VERONA TNF BLACK, Small",001 - BLACK,S,M - Mens,114 - APP_Top,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8DT5JK3-HERO?$hero-fullbleed-desktop$,4
NF,D060 - VF EDC (BE),NF0A5ICYN3N1,W TREND CROP HD,NF0A5ICYN3N1005,"W TREND CROP HD GARDENIA WHITE, X Small",100 - WHITE,XS,W - Womens,114 - APP_Top,,F02023,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A5ICYN3N-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A8DVDFN41,M S/S GPS BERGAMO,NF0A8DVDFN41005,"M S/S GPS BERGAMO TNF WHITE, Small",100 - WHITE,S,M - Mens,114 - APP_Top,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8DVDFN4-HERO?$hero-fullbleed-desktop$,3
NF,D060 - VF EDC (BE),NF0A89CFJK31,W HAKUUN JOGGER,NF0A89CFJK31005,"W HAKUUN JOGGER TNF BLAC, Small, Regular",001 - BLACK,S,W - Womens,113 - APP_Bottom,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A89CFJK3-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A8AADBQW1,M HEDGEHOG FL (EUR),NF0A8AADBQW1005,"M HEDGEHOG FL (EUR) NWTPEGRN/TNFBLK, 12",301 - DARK GREEN,120,M - Mens,123 - FTW_Shoe,317 - Mountain Sports,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8AADBQW-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A898Z0BI1,W DIABLO DOWN 2.0 HOODI,NF0A898Z0BI1005,"W DIABLO DOWN 2.0 HOODI Smokey B, Medium",201 - DARK BROWN,M,W - Womens,115 - APP_Outerwear,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A898Z0BI-HERO?$hero-fullbleed-desktop$,9
NF,D060 - VF EDC (BE),NF0A2S1ZKY41,M SS NEW PEAK TEE,NF0A2S1ZKY41004,"M SS NEW PEAK TEE TNFBLACK/TNFW, X Large",001 - BLACK,XL,M - Mens,114 - APP_Top,322 - Off Mountain,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A2S1ZKY4-HERO?$hero-fullbleed-desktop$,26
NF,D060 - VF EDC (BE),NF0A82GG1731,W CARGO PANT,NF0A82GG1731002,"W CARGO PANT UTILITY BROWN, 4, Regular",210 - MEDIUM BROWN,4,W - Womens,113 - APP_Bottom,322 - Off Mountain,F02023,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A82GG173-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A896UJK31,M GPS TEE BIELSKO,NF0A896UJK31001,"M GPS TEE BIELSKO TNF BLACK, Large",001 - BLACK,L,M - Mens,114 - APP_Top,,F02023,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A896UJK3-HERO?$hero-fullbleed-desktop$,7
NF,D060 - VF EDC (BE),NF0A87JJXOW1,M MA S/S TEE,NF0A87JJXOW1004,"M MA S/S TEE WHITE DUNE/HIGH, X Large",100 - WHITE,XL,M - Mens,114 - APP_Top,,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A87JJXOW-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A8DRVLA91,M S/S MOUNTAIN SKETCH T,NF0A8DRVLA91001,"M S/S MOUNTAIN SKETCH T TNF WHT/T, Large",100 - WHITE,L,M - Mens,114 - APP_Top,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8DRVLA9-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A4SVKRPI1,W DIABLO DOWN JKT,NF0A4SVKRPI1005,"W DIABLO DOWN JKT SMOKED PEARL/TN, Large",030 - MEDIUM GREY,L,W - Womens,115 - APP_Outerwear,317 - Mountain Sports,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A4SVKRPI-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A7UU5JK31,W TORRE EGGER FL JKT,NF0A7UU5JK31004,"W TORRE EGGER FL JKT TNF BLACK, Small",001 - BLACK,S,W - Womens,115 - APP_Outerwear,317 - Mountain Sports,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A7UU5JK3-HERO?$hero-fullbleed-desktop$,31
NF,D060 - VF EDC (BE),NF0A852A1I41,M AMPATO Q LIN,NF0A852A1I41006,"M AMPATO Q LIN Clay Grey, Large",030 - MEDIUM GREY,L,M - Mens,115 - APP_Outerwear,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A852A1I4-HERO?$hero-fullbleed-desktop$,31
NF,D060 - VF EDC (BE),NF0A852NI0M1,W KNOTTY WIND JKT,NF0A852NI0M1005,"W KNOTTY WIND JKT MANDARIN, Large",830 - LIGHT ORANGE,L,W - Womens,115 - APP_Outerwear,,F02023,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A852NI0M-HERO?$hero-fullbleed-desktop$,6
NF,D060 - VF EDC (BE),NF0A3XDCN3N1,W REIGN ON JACKET,NF0A3XDCN3N1005,"W REIGN ON JACKET GARDENIA WHIT, X Large",100 - WHITE,XL,W - Womens,115 - APP_Outerwear,322 - Off Mountain,F02023,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A3XDCN3N-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A86KUJK31,TNF X CDG HYDRN PNT,NF0A86KUJK31004,"TNF X CDG HYDRN PNT TNF, Small, Regular",001 - BLACK,S,M - Mens,113 - APP_Bottom,322 - Off Mountain,F02023,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A86KUJK3-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A7QHK6S11,W FLGHT WGHTLSS TNK,NF0A7QHK6S11002,"W FLGHT WGHTLSS TNK LAVENDER FOG, Large",530 - LIGHT PURPLE,L,W - Womens,114 - APP_Top,317 - Mountain Sports,F02022,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A7QHK6S1-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A87Y71I41,M CHAKAL PNT,NF0A87Y71I41010,"M CHAKAL PNT Clay Grey, X Large, Regular",030 - MEDIUM GREY,XL,M - Mens,113 - APP_Bottom,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A87Y71I4-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A89SUJK31,TEEN DREW PEAK LIGHT JO,NF0A89SUJK31001,"TEEN DREW PEAK LIGHT JO, Medium (10/12)",001 - BLACK,M,K - Kids,113 - APP_Bottom,992 - Not Applicable,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A89SUJK3-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A88SKJK31,M KALIX DOWN HOODIE,NF0A88SKJK31004,"M KALIX DOWN HOODIE TNF BLACK, X Large",001 - BLACK,XL,M - Mens,115 - APP_Outerwear,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A88SKJK3-HERO?$hero-fullbleed-desktop$,31
NF,D060 - VF EDC (BE),NF0A88XW5IF1,M HMLYN TRACK JACKET,NF0A88XW5IF1004,"M HMLYN TRACK JACKET Clay Grey, XX Large",030 - MEDIUM GREY,XXL,M - Mens,115 - APP_Outerwear,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A88XW5IF-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A7WYJ1I81,W SALLY PNT,NF0A7WYJ1I81005,"W SALLY PNT Dragonfruit, Small, Regular",510 - MEDIUM PURPLE,S,W - Womens,113 - APP_Bottom,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A7WYJ1I8-HERO?$hero-fullbleed-desktop$,31
NF,D060 - VF EDC (BE),NF0A8AJ6P9O1,W GASPRA PANT,NF0A8AJ6P9O1001,"W GASPRA PANT SILTSTONE, Large, Regular",251 - DARK BEIGE,L,W - Womens,113 - APP_Bottom,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8AJ6P9O-HERO?$hero-fullbleed-desktop$,2
NF,D060 - VF EDC (BE),NF0A8DV1ZNH1,M S/S GPS TEE CLERMONT,NF0A8DV1ZNH1003,"M S/S GPS TEE CLERMONT NIGHTGRN/, Medium",301 - DARK GREEN,M,M - Mens,114 - APP_Top,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8DV1ZNH-HERO?$hero-fullbleed-desktop$,5
NF,D060 - VF EDC (BE),NF0A4M9LMPF1,M DIABLO DWN HOOD,NF0A4M9LMPF1005,"M DIABLO DWN HOOD SHADYBLU/TNFBLK, Small",401 - DARK BLUE,S,M - Mens,115 - APP_Outerwear,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A4M9LMPF-HERO?$hero-fullbleed-desktop$,31
NF,D060 - VF EDC (BE),NF0A88UH1OC1,G FREEDOM INSULATED PNT,NF0A88UH1OC1006,"G FREEDOM INSULATED PNT Mute, XXL(18/20)",330 - LIGHT GREEN,XXL,K - Kids,113 - APP_Bottom,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A88UH1OC-HERO?$hero-fullbleed-desktop$,3
NF,D060 - VF EDC (BE),NF0A82VDKX71,M CASAVAL HDY,NF0A82VDKX71001,"M CASAVAL HDY TNF BLK/TNF BLK, X Large",001 - BLACK,XL,M - Mens,115 - APP_Outerwear,317 - Mountain Sports,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A82VDKX7-HERO?$hero-fullbleed-desktop$,4
NF,D060 - VF EDC (BE),NF0A89CE1NO1,W HAKUUN CREW,NF0A89CE1NO1001,"W HAKUUN CREW Midnight Petrol, Small",304 - DARK TEAL,S,W - Womens,114 - APP_Top,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A89CE1NO-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A7Z8HAWO1,M BETTAF LT DWN VEST,NF0A7Z8HAWO1004,"M BETTAF LT DWN VEST Pine Needl, X Large",301 - DARK GREEN,XL,M - Mens,115 - APP_Outerwear,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A7Z8HAWO-HERO?$hero-fullbleed-desktop$,25
NF,D060 - VF EDC (BE),NF0A87E68K21,M TNF EST 1966 L/S TEE,NF0A87E68K21002,"M TNF EST 1966 L/S TEE SUMMIT NA, Medium",410 - NAVY,M,M - Mens,114 - APP_Top,,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A87E68K2-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A8AEBKZ21,M HDGHG MID FL (EUR),NF0A8AEBKZ21014,"M HDGHG MID FL (EUR) TNF BLK/ZINC G, 7.5",001 - BLACK,075,M - Mens,121 - FTW_Boot,317 - Mountain Sports,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A8AEBKZ2-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A89ETLK51,M ESSENTIAL RELAXED CRE,NF0A89ETLK51006,"M ESSENTIAL RELAXED CRE KHAKI, XX Large",260 - MEDIUM BEIGE,XXL,M - Mens,114 - APP_Top,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A89ETLK5-HERO?$hero-fullbleed-desktop$,1
NF,D060 - VF EDC (BE),NF0A877SFN41,TEEN NEW SS ZUMU TEE,NF0A877SFN41006,"TEEN NEW SS ZUMU TEE T, XX Large (22/24)",100 - WHITE,XXL,K - Kids,114 - APP_Top,992 - Not Applicable,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A877SFN4-HERO?$hero-fullbleed-desktop$,7
NF,D060 - VF EDC (BE),NF0A4AGISH91,M DWN PRKA,NF0A4AGISH91005,"M DWN PRKA FLARE/TNF BLACK, Large",801 - DARK ORANGE,L,M - Mens,115 - APP_Outerwear,317 - Mountain Sports,F02020,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A4AGISH9-HERO?$hero-fullbleed-desktop$,5
NF,D060 - VF EDC (BE),NF0A87EUJK31,M GRAPHIC CREW 3,NF0A87EUJK31004,"M GRAPHIC CREW 3 TNF BLACK, X Large",001 - BLACK,XL,M - Mens,114 - APP_Top,,S02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A87EUJK3-HERO?$hero-fullbleed-desktop$,5
NF,D060 - VF EDC (BE),NF0A7W5QSOC1,W HYPNUM,NF0A7W5QSOC1011,"W HYPNUM MISTY SAGE/FORE, 10.5",310 - MEDIUM GREEN,105,W - Womens,123 - FTW_Shoe,317 - Mountain Sports,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A7W5QSOC-HERO?$hero-fullbleed-desktop$,8
NF,D060 - VF EDC (BE),NF0A855Z1OB1,M 100 GLAC HD,NF0A855Z1OB1006,"M 100 GLAC HD Moss Green, Large",312 - OLIVE,L,M - Mens,114 - APP_Top,,F02024,https://images.thenorthface.com/is/image/TheNorthFaceEU/NF0A855Z1OB-HERO?$hero-fullbleed-desktop$,31
